ts_minerP,ts_inmovP,ts_pltPO,ts_pltPI,ts_fbPOin,ts_fbPOout,ts_fbPIin,ts_fbPIout,ts_hidPO,Us_PO,Us_PI,fc_QPO,fc_QPI
0.25,0.1,0.1,0.2,0.05,0,0.05,0,0.33,0.18,0.25,1.0349749116931726,0.3104924735079518
