[NÚMERO DE SERIES]
7

[NÚMERO DE REGISTROS]
16802

[VALOR DE DATOS FALTANTES]
-9999

[COORDENADAS X]
711505.202714 743514.182235 743452.700708 713949.957734 712890.563892 740998.343372 736963.676353

[COORDENADAS Y]
9675403.21389 9702309.26183 9704336.42371 9685345.21764 9682859.7167 9702845.20844 9702775.18491

[COORDENADAS Z]
2966.0 2894.0 2957.0 3021.0 2826.0 2810.0 2953.0

[MATRIZ DE DATOS]
Año Mes Día  SUSTAG CEBOLLAR Llaucay Nudpud TIXAN Uchucupun Zhindilig
1980 9 3 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 4 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 5 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 6 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 7 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 8 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 9 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 10 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 11 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 12 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 13 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 14 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 15 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 16 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 17 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 18 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 19 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 20 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 21 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 22 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 23 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 24 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 25 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 26 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 27 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 28 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 29 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 9 30 11766.6 78694.4 3888 3888 50459.9 6912 2592
1980 10 1 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 2 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 3 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 4 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 5 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 6 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 7 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 8 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 9 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 10 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 11 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 12 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 13 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 14 11409.3 78587.9 3888 3888 50088.4 6912 2592
