ts_desni,ts_fija,ts_pltNO3,ts_nitri,ts_miner,ts_inmov,ts_pltNH4,ts_hidNO,Us_NO,K_odn,fc_QNO,fc_QNO3,fc_QNH4
0.1,1e-08,0.2,0.06,0.33,0.024,0.08,0.3,0.3,600,0.4969384310212186,0.5053869138728923,0.4969384310212186
