fc_E2Smax,fc_E5Smax,Bx,b,Us_arc,Us_lim,Us_are,Ds_arc,Ds_lim,Ds_are,Gs,Rs
0.25,5,0.00002,1,0.075,19,3110.4,0.000001,0.000016,0.00035,2.65,2650
